[2026-06-03 21:56:53.725556] 🚀 Smart Auto Monitor Started...
[2026-06-03 21:56:53.925048] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/itsdangerous/exc.py -> runner/python/exc.py
[2026-06-03 21:56:53.925536] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/itsdangerous/serializer.py -> runner/python/serializer.py
[2026-06-03 21:56:53.925939] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/itsdangerous/signer.py -> runner/python/signer.py
[2026-06-03 21:56:53.926327] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/itsdangerous/timed.py -> runner/python/timed.py
[2026-06-03 21:56:53.926648] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/itsdangerous/url_safe.py -> runner/python/url_safe.py
[2026-06-03 21:56:53.927569] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.928129] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/_identifier.py -> runner/python/_identifier.py
[2026-06-03 21:56:53.928527] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/async_utils.py -> runner/python/async_utils.py
[2026-06-03 21:56:53.929021] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/bccache.py -> runner/python/bccache.py
[2026-06-03 21:56:53.929859] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/compiler.py -> runner/python/compiler.py
[2026-06-03 21:56:53.930361] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/constants.py -> runner/python/constants.py
[2026-06-03 21:56:53.930897] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/debug.py -> runner/python/debug.py
[2026-06-03 21:56:53.931326] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/defaults.py -> runner/python/defaults.py
[2026-06-03 21:56:53.932222] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/environment.py -> runner/python/environment.py
[2026-06-03 21:56:53.932830] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/exceptions.py -> runner/python/exceptions.py
[2026-06-03 21:56:53.933502] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/ext.py -> runner/python/ext.py
[2026-06-03 21:56:53.934286] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/filters.py -> runner/python/filters.py
[2026-06-03 21:56:53.934851] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/idtracking.py -> runner/python/idtracking.py
[2026-06-03 21:56:53.935580] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/lexer.py -> runner/python/lexer.py
[2026-06-03 21:56:53.936317] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/loaders.py -> runner/python/loaders.py
[2026-06-03 21:56:53.936895] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/meta.py -> runner/python/meta.py
[2026-06-03 21:56:53.937398] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/nativetypes.py -> runner/python/nativetypes.py
[2026-06-03 21:56:53.938081] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/nodes.py -> runner/python/nodes.py
[2026-06-03 21:56:53.938513] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/optimizer.py -> runner/python/optimizer.py
[2026-06-03 21:56:53.939246] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/parser.py -> runner/python/parser.py
[2026-06-03 21:56:53.939927] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/runtime.py -> runner/python/runtime.py
[2026-06-03 21:56:53.940586] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/sandbox.py -> runner/python/sandbox.py
[2026-06-03 21:56:53.941056] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/tests.py -> runner/python/tests.py
[2026-06-03 21:56:53.941738] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/utils.py -> runner/python/utils.py
[2026-06-03 21:56:53.942208] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/jinja2/visitor.py -> runner/python/visitor.py
[2026-06-03 21:56:53.943195] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/markupsafe/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.943571] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/markupsafe/_native.py -> runner/python/_native.py
[2026-06-03 21:56:53.945410] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.945878] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/__main__.py -> runner/python/__main__.py
[2026-06-03 21:56:53.946557] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.947009] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/build_env.py -> runner/python/build_env.py
[2026-06-03 21:56:53.947429] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cache.py -> runner/python/cache.py
[2026-06-03 21:56:53.947884] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/configuration.py -> runner/python/configuration.py
[2026-06-03 21:56:53.948739] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/exceptions.py -> runner/python/exceptions.py
[2026-06-03 21:56:53.949274] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/main.py -> runner/python/main.py
[2026-06-03 21:56:53.949710] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/pyproject.py -> runner/python/pyproject.py
[2026-06-03 21:56:53.950171] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/self_outdated_check.py -> runner/python/self_outdated_check.py
[2026-06-03 21:56:53.950603] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/wheel_builder.py -> runner/python/wheel_builder.py
[2026-06-03 21:56:53.951523] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.952076] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/autocompletion.py -> runner/python/autocompletion.py
[2026-06-03 21:56:53.952630] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/base_command.py -> runner/python/base_command.py
[2026-06-03 21:56:53.953299] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/cmdoptions.py -> runner/python/cmdoptions.py
[2026-06-03 21:56:53.953695] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/command_context.py -> runner/python/command_context.py
[2026-06-03 21:56:53.954123] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/index_command.py -> runner/python/index_command.py
[2026-06-03 21:56:53.954605] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/main.py -> runner/python/main.py
[2026-06-03 21:56:53.955010] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/main_parser.py -> runner/python/main_parser.py
[2026-06-03 21:56:53.955616] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/parser.py -> runner/python/parser.py
[2026-06-03 21:56:53.956066] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/progress_bars.py -> runner/python/progress_bars.py
[2026-06-03 21:56:53.956577] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/req_command.py -> runner/python/req_command.py
[2026-06-03 21:56:53.957063] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/spinners.py -> runner/python/spinners.py
[2026-06-03 21:56:53.957458] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/cli/status_codes.py -> runner/python/status_codes.py
[2026-06-03 21:56:53.958208] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.958682] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/cache.py -> runner/python/cache.py
[2026-06-03 21:56:53.959054] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/check.py -> runner/python/check.py
[2026-06-03 21:56:53.959408] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/completion.py -> runner/python/completion.py
[2026-06-03 21:56:53.959881] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/configuration.py -> runner/python/configuration.py
[2026-06-03 21:56:53.960430] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/debug.py -> runner/python/debug.py
[2026-06-03 21:56:53.960810] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/download.py -> runner/python/download.py
[2026-06-03 21:56:53.961154] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/freeze.py -> runner/python/freeze.py
[2026-06-03 21:56:53.961480] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/hash.py -> runner/python/hash.py
[2026-06-03 21:56:53.961797] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/help.py -> runner/python/help.py
[2026-06-03 21:56:53.962135] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/index.py -> runner/python/index.py
[2026-06-03 21:56:53.962445] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/inspect.py -> runner/python/inspect.py
[2026-06-03 21:56:53.962932] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/install.py -> runner/python/install.py
[2026-06-03 21:56:53.963320] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/list.py -> runner/python/list.py
[2026-06-03 21:56:53.963665] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/lock.py -> runner/python/lock.py
[2026-06-03 21:56:53.963997] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/search.py -> runner/python/search.py
[2026-06-03 21:56:53.964447] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/show.py -> runner/python/show.py
[2026-06-03 21:56:53.964818] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/uninstall.py -> runner/python/uninstall.py
[2026-06-03 21:56:53.965218] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/commands/wheel.py -> runner/python/wheel.py
[2026-06-03 21:56:53.966005] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/distributions/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.966496] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/distributions/base.py -> runner/python/base.py
[2026-06-03 21:56:53.966900] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/distributions/installed.py -> runner/python/installed.py
[2026-06-03 21:56:53.967364] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/distributions/sdist.py -> runner/python/sdist.py
[2026-06-03 21:56:53.967929] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/distributions/wheel.py -> runner/python/wheel.py
[2026-06-03 21:56:53.968738] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/index/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.969363] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/index/collector.py -> runner/python/collector.py
[2026-06-03 21:56:53.970077] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/index/package_finder.py -> runner/python/package_finder.py
[2026-06-03 21:56:53.970640] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/index/sources.py -> runner/python/sources.py
[2026-06-03 21:56:53.971467] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/locations/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.971952] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/locations/_distutils.py -> runner/python/_distutils.py
[2026-06-03 21:56:53.972493] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/locations/_sysconfig.py -> runner/python/_sysconfig.py
[2026-06-03 21:56:53.973002] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/locations/base.py -> runner/python/base.py
[2026-06-03 21:56:53.973717] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.974181] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/_json.py -> runner/python/_json.py
[2026-06-03 21:56:53.974797] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/base.py -> runner/python/base.py
[2026-06-03 21:56:53.975241] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/pkg_resources.py -> runner/python/pkg_resources.py
[2026-06-03 21:56:53.975872] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.976333] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_compat.py -> runner/python/_compat.py
[2026-06-03 21:56:53.976763] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_dists.py -> runner/python/_dists.py
[2026-06-03 21:56:53.977156] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/metadata/importlib/_envs.py -> runner/python/_envs.py
[2026-06-03 21:56:53.977742] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.978067] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/candidate.py -> runner/python/candidate.py
[2026-06-03 21:56:53.978417] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/direct_url.py -> runner/python/direct_url.py
[2026-06-03 21:56:53.978728] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/format_control.py -> runner/python/format_control.py
[2026-06-03 21:56:53.979168] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/index.py -> runner/python/index.py
[2026-06-03 21:56:53.979481] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/installation_report.py -> runner/python/installation_report.py
[2026-06-03 21:56:53.979944] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/link.py -> runner/python/link.py
[2026-06-03 21:56:53.980354] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/pylock.py -> runner/python/pylock.py
[2026-06-03 21:56:53.980669] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/scheme.py -> runner/python/scheme.py
[2026-06-03 21:56:53.981007] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/search_scope.py -> runner/python/search_scope.py
[2026-06-03 21:56:53.981392] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/selection_prefs.py -> runner/python/selection_prefs.py
[2026-06-03 21:56:53.981773] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/target_python.py -> runner/python/target_python.py
[2026-06-03 21:56:53.982263] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/models/wheel.py -> runner/python/wheel.py
[2026-06-03 21:56:53.983004] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.983549] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/auth.py -> runner/python/auth.py
[2026-06-03 21:56:53.984088] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/cache.py -> runner/python/cache.py
[2026-06-03 21:56:53.984786] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/download.py -> runner/python/download.py
[2026-06-03 21:56:53.985291] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/lazy_wheel.py -> runner/python/lazy_wheel.py
[2026-06-03 21:56:53.985831] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/session.py -> runner/python/session.py
[2026-06-03 21:56:53.986371] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/utils.py -> runner/python/utils.py
[2026-06-03 21:56:53.986890] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/network/xmlrpc.py -> runner/python/xmlrpc.py
[2026-06-03 21:56:53.987591] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.988131] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/check.py -> runner/python/check.py
[2026-06-03 21:56:53.988664] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/freeze.py -> runner/python/freeze.py
[2026-06-03 21:56:53.989308] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/prepare.py -> runner/python/prepare.py
[2026-06-03 21:56:53.989982] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/build/__init__.py -> runner/python/__init__.py
[2026-06-03 21:56:53.990416] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/build/build_tracker.py -> runner/python/build_tracker.py
[2026-06-03 21:56:53.990814] 📦 Moved ./bd-king-r7/IT/bd-king-r7/powerhub/bd-king-r7 powerhub/orchestrator/.venv/lib/python3.12/site-packages/pip/_internal/operations/build/metadata.py -> runner/python/metadata.py
